EmployeeID,First_Name,Surname,StreetAddress,City,StateFull,ZipCode,Country,CountryFull,Age,Office,Start_Date,Termination_Date,Office_Type,Department,Currency,Bonus_pct,Job_title,DOB,level,Active Status,Job_Profile,Compensation,start_year,termination_year,tenure_months,tenure_years,State_code,Salary(USD)
101211,William,Mullins,4522 Harron Drive,Baltimore,Maryland,21202,US,United States,50.0,Boulder,2014-03-17,,Technology,Technology,USD,0.15,Software Engineer,1973-10-12,Individual Contributor,1,JP_1043,110000.0,2014,0,112.85621814961576,9.275853546543761,MD,92000.0
101212,Michelle,Watkins,3699 Hardesty Street,Albany,New York,12207,US,United States,30.0,Boulder,2014-03-17,,Technology,Technology,USD,0.15,Senior Software Engineer,1993-05-05,Senior,1,JP_1046,140000.0,2014,0,112.85621814961576,9.275853546543761,NY,94000.0
101213,Mary,Hayes,471 Oakwood Circle,Fullerton,California,93632,US,United States,52.0,Boulder,2014-03-17,2018-08-16 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1971-06-03,Director,0,JP_1045,200000.0,2014,2018,53.766666666666666,4.419178082191781,CA,91000.0
101214,James,Larson,4713 Parkway Drive,Tucson,Arizona,85705,US,United States,29.0,SanJose,2014-03-17,2019-08-09 00:00:00.000000,Corporate,Corporate,USD,0.15,Finance Coordinator,1994-10-04,Individual Contributor,0,JP_1009,55000.0,2014,2019,65.7,5.4,AZ,63000.0
101215,Douglas,Hong,3211 Francis Mine,Sacramento,California,95814,US,United States,58.0,SanJose,2014-03-17,,Corporate,Corporate,USD,0.15,"Specialist, Training and Development",1965-01-17,Individual Contributor,1,JP_1011,70000.0,2014,0,112.85621814961576,9.275853546543761,CA,63000.0
101216,Barry,Topping,1773 Hewes Avenue,Baltimore,Maryland,21201,US,United States,50.0,SanJose,2014-03-17,,Corporate,Sales,USD,0.15,Account Executive,1973-03-26,Individual Contributor,1,JP_1034,85000.0,2014,0,112.85621814961576,9.275853546543761,MD,74000.0
101217,Margurite,Jaeger,4499 Oakmound Drive,Chicago,Illinois,60644,US,United States,49.0,SanJose,2014-03-17,2023-06-23 16:28:36.762626,Corporate,Sales,USD,0.2,Regional Sales Manager,1974-07-11,Manager,0,JP_1036,140000.0,2014,2023,112.85621788681559,9.275853524943747,IL,73000.0
101218,Juanita,Phillips,165 West Fork Street,Helena,Montana,59601,US,United States,47.0,SanJose,2014-03-17,,Corporate,Marketing,USD,0.2,"Manager, Marketing",1976-04-08,Manager,1,JP_1032,130000.0,2014,0,112.85621814961576,9.275853546543761,MT,77000.0
101219,August,Harrigan,1503 Shady Pines Drive,Wytheville,Virginia,24382,US,United States,29.0,SanJose,2014-03-17,2022-07-28 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1994-09-19,Individual Contributor,0,JP_1034,85000.0,2014,2022,101.83333333333333,8.36986301369863,VA,72000.0
101220,James,Potts,4461 Granville Lane,Morristown,New Jersey,07960,US,United States,41.0,SanJose,2014-03-17,2018-10-10 00:00:00.000000,Corporate,Sales,USD,0.1,"Associate, Sales",1982-05-27,Associate,0,JP_1040,75000.0,2014,2018,55.6,4.5698630136986305,NJ,74000.0
101221,Albert,Pierce,1578 Harrison Street,San Rafael,California,94903,US,United States,33.0,SanJose,2014-03-17,,Corporate,Sales,USD,0.2,Regional Sales Manager,1990-03-30,Manager,1,JP_1036,140000.0,2014,0,112.85621814961576,9.275853546543761,CA,74000.0
101222,Francis,Bachmann,529 Oak Drive,North Greenbush,New York,12144,US,United States,65.0,SanJose,2014-03-17,2023-06-23 16:28:36.762626,Corporate,Customer Service,USD,0.15,Senior Account Manager,1958-11-01,Senior,0,JP_1022,100000.0,2014,2023,112.85621788681559,9.275853524943747,NY,59000.0
101223,Wm,Bowman,657 Anmoore Road,Brooklyn,New York,11213,US,United States,62.0,NYC,2014-03-24,,Corporate,Marketing,USD,0.1,"Associate, Marketing",1961-01-18,Associate,1,JP_1030,120000.0,2014,0,112.62288481628242,9.25667546435198,NY,78000.0
101224,Brent,Smith,1291 Pine Street,New Kensington,Pennsylvania,15068,US,United States,58.0,NYC,2014-03-24,,Corporate,Corporate,USD,0.15,HR Analyst,1965-06-16,Individual Contributor,1,JP_1017,65000.0,2014,0,112.62288481628242,9.25667546435198,PA,69000.0
101225,Jonathan,Elkins,3377 Ashwood Drive,Little Rock,Iowa,51243,US,United States,38.0,NYC,2014-03-24,,Corporate,Corporate,USD,0.15,HR Coordinator,1985-07-25,Individual Contributor,1,JP_1007,50000.0,2014,0,112.62288481628242,9.25667546435198,IA,63000.0
101226,Richard,Gard,1858 Hidden Meadow Drive,East Grand Forks,North Dakota,56721,US,United States,40.0,NYC,2014-03-24,2021-10-17 00:00:00.000000,Corporate,Corporate,USD,0.3,"VP, Corporate",1983-07-21,VP,0,JP_1015,225000.0,2014,2021,92.13333333333334,7.572602739726028,ND,69000.0
101227,Kelly,Riley,1293 Drainer Avenue,Tallahassee,Florida,32301,US,United States,61.0,NYC,2014-03-24,,Corporate,Customer Service,USD,0.15,Senior Account Manager,1962-02-08,Senior,1,JP_1022,100000.0,2014,0,112.62288481628242,9.25667546435198,FL,56000.0
101228,Kenneth,Ullery,1497 Lilac Lane,Nahunta,Georgia,31553,US,United States,45.0,Boulder,2014-03-24,,Technology,Technology,USD,0.15,Software Engineer,1978-08-18,Individual Contributor,1,JP_1043,110000.0,2014,0,112.62288481628242,9.25667546435198,GA,94000.0
101229,Richard,Crabtree,4134 Metz Lane,Dedham,Massachusetts,02026,US,United States,35.0,Boulder,2014-03-24,2020-07-19 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1988-12-01,Senior,0,JP_1046,140000.0,2014,2020,76.96666666666667,6.326027397260274,MA,92000.0
101230,Christina,Lively,380 Sugar Camp Road,Rochester,Minnesota,55904,US,United States,33.0,Boulder,2014-03-24,2021-11-23 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1990-05-20,Individual Contributor,0,JP_1043,110000.0,2014,2021,93.36666666666666,7.673972602739726,MN,99000.0
101231,Mercedes,Mack,4909 Butternut Lane,Centralia,Illinois,62801,US,United States,56.0,Boulder,2014-03-24,,Technology,Technology,USD,0.3,"VP, Technology",1967-03-05,VP,1,JP_1047,325000.0,2014,0,112.62288481628242,9.25667546435198,IL,99000.0
101232,Lanelle,Freeman,2464 Hilltop Street,Chicopee,Massachusetts,01013,US,United States,47.0,Boulder,2014-03-24,2017-03-25 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1976-07-14,Individual Contributor,0,JP_1043,110000.0,2014,2017,36.56666666666667,3.0054794520547947,MA,96000.0
101233,Jay,Kellar,597 Hillcrest Avenue,Cambridge,Massachusetts,02141,US,United States,58.0,Boulder,2014-03-24,,Technology,Technology,USD,0.15,Senior Software Engineer,1965-03-25,Senior,1,JP_1046,140000.0,2014,0,112.62288481628242,9.25667546435198,MA,94000.0
101234,Michelle,Cummingham,1730 Terry Lane,Orlando,Florida,32801,US,United States,46.0,Boulder,2014-03-24,,Technology,Technology,USD,0.15,Software Engineer,1977-03-28,Individual Contributor,1,JP_1043,110000.0,2014,0,112.62288481628242,9.25667546435198,FL,92000.0
101235,Greg,Causey,2080 Broadway Street,Pageland,South Carolina,29728,US,United States,54.0,Boulder,2014-03-24,,Technology,Technology,USD,0.15,Software Engineer,1969-12-25,Individual Contributor,1,JP_1043,110000.0,2014,0,112.62288481628242,9.25667546435198,SC,90000.0
101236,Russell,Norton,4274 Drummond Street,Rochelle Park,New Jersey,07662,US,United States,30.0,Boulder,2014-03-24,2017-05-31 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1993-04-21,Individual Contributor,0,JP_1043,110000.0,2014,2017,38.8,3.1890410958904107,NJ,93000.0
101237,Hvard,Wathne,Blbrsvingen 183,OSLO,,0789,NO,Norway,26.0,Oslo,2014-03-24,,Technology,Technology,NOK,0.3,"VP, Technology",1997-09-29,VP,1,JP_1047,325000.0,2014,0,112.62288481628242,9.25667546435198,,50406.25940415288
101238,Coleen,Olivas,570 Horseshoe Lane,Philadelphia,Pennsylvania,19108,US,United States,62.0,SanJose,2014-03-24,,Corporate,Marketing,USD,0.1,"Associate, Marketing",1961-08-01,Associate,1,JP_1030,120000.0,2014,0,112.62288481628242,9.25667546435198,PA,80000.0
101239,William,Miller,4859 Fairfax Drive,Millington,New Jersey,07946,US,United States,43.0,SanJose,2014-03-24,,Corporate,Sales,USD,0.15,Account Executive,1980-02-25,Individual Contributor,1,JP_1034,85000.0,2014,0,112.62288481628242,9.25667546435198,NJ,70000.0
101240,William,Lemaster,1583 Black Oak Hollow Road,Santa Clara,California,95054,US,United States,41.0,SanJose,2014-03-24,2014-10-29 00:00:00.000000,Corporate,Marketing,USD,0.3,"VP, Marketing",1982-03-17,VP,0,JP_1031,250000.0,2014,2014,7.3,0.6,CA,81000.0
101241,Ellen,Anderson,3352 Frosty Lane,Elmira,New York,14901,US,United States,32.0,SanJose,2014-03-24,,Corporate,Sales,USD,0.15,Account Executive,1991-06-14,Individual Contributor,1,JP_1034,85000.0,2014,0,112.62288481628242,9.25667546435198,NY,78000.0
101242,Joseph,Hull,4391 Progress Way,Minneapolis,Minnesota,55415,US,United States,58.0,SanJose,2014-03-24,2018-06-04 00:00:00.000000,Corporate,Customer Service,USD,0.15,Senior Account Manager,1965-06-26,Senior,0,JP_1022,100000.0,2014,2018,51.1,4.2,MN,52000.0
101243,Christopher,Jackson,480 Airplane Avenue,Bloomfield,Connecticut,06002,US,United States,55.0,NYC,2014-03-31,2018-01-24 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1968-05-16,Individual Contributor,0,JP_1020,70000.0,2014,2018,46.5,3.8219178082191783,CT,55000.0
101244,Barbara,Hagberg,2186 Clarence Court,City Of Commerce,California,90040,US,United States,42.0,NYC,2014-03-31,,Corporate,Technology,USD,0.15,IT,1981-06-17,Individual Contributor,1,JP_1042,80000.0,2014,0,112.38955148294909,9.237497382160198,CA,55000.0
101245,Janice,Yin,4023 Roosevelt Wilson Lane,Rialto,California,92376,US,United States,42.0,NYC,2014-03-31,,Corporate,Customer Service,USD,0.15,Account Manager,1981-03-19,Individual Contributor,1,JP_1020,70000.0,2014,0,112.38955148294909,9.237497382160198,CA,54000.0
101246,Gladys,Hemming,2708 Barnes Avenue,Cincinnati,Ohio,45211,US,United States,26.0,Boulder,2014-03-31,,Technology,Technology,USD,0.2,"Director, Engineering",1997-09-20,Director,1,JP_1045,200000.0,2014,0,112.38955148294909,9.237497382160198,OH,99000.0
101247,Christopher,Ross,314 Bastin Drive,Eagleville,Pennsylvania,19403,US,United States,36.0,Boulder,2014-03-31,,Technology,Technology,USD,0.15,Senior Software Engineer,1987-08-26,Senior,1,JP_1046,140000.0,2014,0,112.38955148294909,9.237497382160198,PA,93000.0
101248,Jo,Vincent,1784 Southern Street,Lynbrook,New York,11563,US,United States,65.0,Boulder,2014-03-31,2023-06-23 16:28:36.762626,Technology,Technology,USD,0.15,Software Engineer,1958-09-15,Individual Contributor,0,JP_1043,110000.0,2014,2023,112.38955122014892,9.237497360560186,NY,99000.0
101249,Rosa,Fitzwater,1353 Radford Street,Louisville,Kentucky,40202,US,United States,55.0,Boulder,2014-03-31,,Technology,Technology,USD,0.15,Software Engineer,1968-05-05,Individual Contributor,1,JP_1043,110000.0,2014,0,112.38955148294909,9.237497382160198,KY,97000.0
101250,Jennifer,Rivas,3015 Coffman Alley,Bowling Green,Kentucky,42101,US,United States,47.0,Boulder,2014-03-31,,Technology,Technology,USD,0.15,Software Engineer,1976-11-23,Individual Contributor,1,JP_1043,110000.0,2014,0,112.38955148294909,9.237497382160198,KY,96000.0
101251,Stevie,Barber,3205 Lonely Oak Drive,Mobile,Alabama,36602,US,United States,47.0,Boulder,2014-04-07,,Technology,Technology,USD,0.15,Senior Software Engineer,1976-10-18,Senior,1,JP_1046,140000.0,2014,0,112.15621814961575,9.218319299968417,AL,98000.0
101252,Pamela,Wieland,3301 Pheasant Ridge Road,Philadelphia,Pennsylvania,19107,US,United States,60.0,Boulder,2014-04-07,2022-08-23 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1963-12-31,Individual Contributor,0,JP_1043,110000.0,2014,2022,102.0,8.383561643835616,PA,94000.0
101253,Carlos,Fiore,3371 Woodland Avenue,New Orleans,Louisiana,70113,US,United States,36.0,Boulder,2014-04-07,,Technology,Technology,USD,0.15,Software Engineer,1987-05-16,Individual Contributor,1,JP_1043,110000.0,2014,0,112.15621814961575,9.218319299968417,LA,96000.0
101254,Kellye,Galliher,409 Pine Street,Pittsburgh,Pennsylvania,15219,US,United States,71.0,NYC,2014-04-07,2018-03-12 00:00:00.000000,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,1952-10-30,Individual Contributor,0,JP_1028,70000.0,2014,2018,47.833333333333336,3.9315068493150687,PA,83000.0
101255,Andrea,Alvarez,3705 Ripple Street,Owendale,Michigan,48754,US,United States,52.0,NYC,2014-04-07,,Corporate,Sales,USD,0.15,Account Executive,1971-11-17,Individual Contributor,1,JP_1034,85000.0,2014,0,112.15621814961575,9.218319299968417,MI,72000.0
101256,John,McArthur,1729 Hickory Lane,Washington,District of Columbia,20009,US,United States,48.0,Boulder,2014-04-07,,Technology,Technology,USD,0.15,Senior Software Engineer,1975-01-28,Senior,1,JP_1046,140000.0,2014,0,112.15621814961575,9.218319299968417,DC,97000.0
101257,Carole,Ferguson,2142 West Street,Byron Center,Michigan,49315,US,United States,45.0,Boulder,2014-04-07,,Technology,Technology,USD,0.2,"Director, Engineering",1978-07-04,Director,1,JP_1045,200000.0,2014,0,112.15621814961575,9.218319299968417,MI,99000.0
101258,Angela,Palma,2333 Mulberry Avenue,Heber Springs,Arkansas,72543,US,United States,38.0,Boulder,2014-04-07,2021-02-12 00:00:00.000000,Technology,Corporate,USD,0.15,FP&A Analyst,1985-12-19,Individual Contributor,0,JP_1005,70000.0,2014,2021,83.43333333333334,6.857534246575343,AR,61000.0
101259,Billy,Urbina,2641 Johnstown Road,Evanston,Illinois,60219,US,United States,42.0,Boulder,2014-04-07,2016-07-08 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1981-12-04,Director,0,JP_1045,200000.0,2014,2016,27.433333333333334,2.254794520547945,IL,92000.0
101260,Louis,Wingard,4301 Goldie Lane,Cincinnati,Ohio,45202,US,United States,60.0,Boulder,2014-04-07,2021-07-31 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1963-09-20,Individual Contributor,0,JP_1043,110000.0,2014,2021,89.06666666666666,7.32054794520548,OH,94000.0
101261,Odin,Olsson,Tangerudbakken 80,OSLO,,0982,NO,Norway,54.0,Oslo,2014-04-07,2022-11-17 00:00:00.000000,Technology,Technology,NOK,0.2,"Director, Engineering",1969-08-25,Director,0,JP_1045,200000.0,2014,2022,104.86666666666666,8.61917808219178,,50312.217875413786
101262,Isak,Sharma,Garnveien 110,KRISTIANSUND N,,06515,NO,Norway,29.0,Oslo,2014-04-07,,Technology,Technology,NOK,0.15,Senior Software Engineer,1994-12-27,Senior,1,JP_1046,140000.0,2014,0,112.15621814961575,9.218319299968417,,50594.34246163106
101263,Anna,Mann,13 Bouverie Road,WESTLEIGH,,0WN75UX,GB,United Kingdom,54.0,London,2014-04-07,2015-10-15 00:00:00.000000,Corporate,Customer Service,GBP,0.15,Account Manager,1969-12-25,Individual Contributor,0,JP_1020,70000.0,2014,2015,18.533333333333335,1.5232876712328767,,43345.23202447731
101264,Barbara,Raasch,465 Devils Hill Road,Purvis,Mississippi,39475,US,United States,59.0,Boulder,2014-04-14,,Technology,Technology,USD,0.15,Software Engineer,1964-05-13,Individual Contributor,1,JP_1043,110000.0,2014,0,111.92288481628242,9.199141217776637,MS,98000.0
101265,Constance,Smith,3189 Blue Spruce Lane,Baltimore,Maryland,21202,US,United States,29.0,Boulder,2014-04-14,2022-09-02 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1994-08-01,Individual Contributor,0,JP_1043,110000.0,2014,2022,102.1,8.391780821917807,MD,91000.0
101266,Michael,Collins,2792 Stratford Drive,Kailua,Hawaii,96734,US,United States,53.0,Boulder,2014-04-14,2019-11-18 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1970-12-09,Director,0,JP_1045,200000.0,2014,2019,68.13333333333334,5.6,HI,91000.0
101267,Rhonda,Hall,1900 Cityview Drive,Glenolden,Pennsylvania,19036,US,United States,34.0,NYC,2014-04-14,2014-05-26 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1989-11-18,Individual Contributor,0,JP_1020,70000.0,2014,2014,1.4,0.11506849315068493,PA,51000.0
101268,David,Jolly,2504 Cost Avenue,Hyattsville,Maryland,20783,US,United States,63.0,NYC,2014-04-14,,Corporate,Customer Service,USD,0.15,Associate Account Manager,1960-07-28,Associate,1,JP_1019,,2014,0,111.92288481628242,9.199141217776637,MD,54000.0
101269,Robert,Ngo,3630 Clay Street,Indianapolis,Indiana,46202,US,United States,51.0,Boulder,2014-04-14,,Technology,Technology,USD,0.15,Software Engineer,1972-10-08,Individual Contributor,1,JP_1043,110000.0,2014,0,111.92288481628242,9.199141217776637,IN,94000.0
101270,Cynthia,Morgan,2693 Oakdale Avenue,Plant City,Florida,33566,US,United States,31.0,Boulder,2014-04-14,,Technology,Technology,USD,0.2,"Director, Engineering",1992-01-03,Director,1,JP_1045,200000.0,2014,0,111.92288481628242,9.199141217776637,FL,92000.0
101271,Sally,Jones,4423 Lonely Oak Drive,Mobile,Alabama,36693,US,United States,61.0,Boulder,2014-04-14,,Technology,Technology,USD,0.15,Software Engineer,1962-01-11,Individual Contributor,1,JP_1043,110000.0,2014,0,111.92288481628242,9.199141217776637,AL,94000.0
101272,Felicia,McKee,4351 Kembery Drive,Schaumburg,Illinois,60173,US,United States,56.0,Boulder,2014-04-14,2017-10-25 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1967-04-16,Individual Contributor,0,JP_1043,110000.0,2014,2017,43.0,3.5342465753424657,IL,97000.0
101273,Rachel,Coe,2770 Kildeer Drive,Virginia Beach,Virginia,23452,US,United States,34.0,Boulder,2014-04-14,2023-06-02 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1989-06-01,Individual Contributor,0,JP_1043,110000.0,2014,2023,111.2,9.139726027397261,VA,90000.0
101274,Terri,Moore,4931 Butternut Lane,Belleville,Illinois,62220,US,United States,30.0,SanJose,2014-04-14,,Corporate,Marketing,USD,0.2,"Manager, Marketing",1993-04-23,Manager,1,JP_1032,130000.0,2014,0,111.92288481628242,9.199141217776637,IL,76000.0
101275,Tracy,Pass,1705 Cedar Lane,Cambridge,Massachusetts,02141,US,United States,52.0,SanJose,2014-04-14,2016-09-14 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1971-09-02,Individual Contributor,0,JP_1034,85000.0,2014,2016,29.466666666666665,2.421917808219178,MA,73000.0
101276,James,Bass,3458 Melody Lane,Richmond,Virginia,23227,US,United States,54.0,Boulder,2014-04-21,,Technology,Technology,USD,0.15,Software Engineer,1969-05-29,Individual Contributor,1,JP_1043,110000.0,2014,0,111.68955148294908,9.179963135584856,VA,92000.0
101277,Jordan,Reed,3695 Tator Patch Road,Chicago,Illinois,60606,US,United States,28.0,Boulder,2014-04-21,,Technology,Technology,USD,0.2,"Director, Engineering",1995-08-03,Director,1,JP_1045,200000.0,2014,0,111.68955148294908,9.179963135584856,IL,92000.0
101278,Sharon,Myles,1711 Orphan Road,Chetek,Wisconsin,54728,US,United States,34.0,NYC,2014-04-21,2018-07-23 00:00:00.000000,Corporate,Marketing,USD,0.2,"Manager, Marketing",1989-06-17,Manager,0,JP_1032,130000.0,2014,2018,51.8,4.257534246575342,WI,77000.0
101279,Scott,Burris,204 Platinum Drive,Pittsburgh,Pennsylvania,15205,US,United States,69.0,NYC,2014-04-21,,Corporate,Marketing,USD,0.2,"Director, Marketing",1954-08-02,Director,1,JP_1033,190000.0,2014,0,111.68955148294908,9.179963135584856,PA,81000.0
101280,Frances,Goodwin,4312 Garfield Road,Seaton,Illinois,61476,US,United States,59.0,NYC,2014-04-21,2017-11-02 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1964-12-01,Individual Contributor,0,JP_1020,70000.0,2014,2017,43.03333333333333,3.536986301369863,IL,55000.0
101281,Carmen,Tope,1151 Poplar Avenue,San Diego,California,92103,US,United States,55.0,NYC,2014-04-21,,Corporate,Customer Service,USD,0.15,Account Manager,1968-08-23,Individual Contributor,1,JP_1020,70000.0,2014,0,111.68955148294908,9.179963135584856,CA,58000.0
101282,Janice,Alter,1346 Elk Creek Road,Smyrna,Georgia,30080,US,United States,41.0,NYC,2014-04-21,,Corporate,Customer Service,USD,0.15,Associate Account Manager,1982-05-08,Manager,1,JP_1018,,2014,0,111.68955148294908,9.179963135584856,GA,52000.0
101283,Joseph,Crenshaw,2318 Worthington Drive,Terrell,Texas,75160,US,United States,52.0,Boulder,2014-04-21,2020-12-03 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1971-10-02,Individual Contributor,0,JP_1043,110000.0,2014,2020,80.6,6.624657534246575,TX,97000.0
101284,Jannie,Thies,2758 Lincoln Drive,Harrisburg,Pennsylvania,17102,US,United States,30.0,NYC,2014-04-28,2016-09-28 00:00:00.000000,Corporate,Corporate,USD,0.2,HR Manager,1993-05-24,Individual Contributor,0,JP_1002,,2014,2016,29.466666666666665,2.421917808219178,PA,69000.0
101285,Gordon,Bussiere,3499 Asylum Avenue,Waterbury,Connecticut,06702,US,United States,35.0,NYC,2014-04-28,,Corporate,Sales,USD,0.15,Account Executive,1988-04-10,Individual Contributor,1,JP_1034,85000.0,2014,0,111.45621814961575,9.160785053393075,CT,72000.0
101286,Tina,Young,3044 Wildrose Lane,Detroit,Michigan,48226,US,United States,29.0,Boulder,2014-05-05,2023-06-23 16:28:36.762626,Technology,Technology,USD,0.15,Senior Software Engineer,1994-03-08,Senior,0,JP_1046,140000.0,2014,2023,111.22288455348225,9.14160694960128,MI,96000.0
101287,Brad,Moore,4824 Parkview Drive,Houston,Texas,77026,US,United States,59.0,NYC,2014-05-05,2020-04-15 00:00:00.000000,Corporate,Technology,USD,0.15,IT,1964-06-08,Individual Contributor,0,JP_1042,80000.0,2014,2020,72.4,5.950684931506849,TX,49000.0
101288,Lisa,Dunbar,4539 Perine Street,Herndon,Virginia,20170,US,United States,40.0,NYC,2014-05-05,,Corporate,Sales,USD,0.2,Sales Manager,1983-08-27,Manager,1,JP_1037,120000.0,2014,0,111.22288481628242,9.141606971201295,VA,71000.0
101289,Diana,Duncan,3813 Khale Street,Chesterfield,South Carolina,29709,US,United States,45.0,NYC,2014-05-05,,Corporate,Customer Service,USD,0.15,Account Manager,1978-06-08,Individual Contributor,1,JP_1020,70000.0,2014,0,111.22288481628242,9.141606971201295,SC,52000.0
101290,William,Barnett,4436 Brown Avenue,Harriman,Tennessee,37748,US,United States,31.0,Boulder,2014-05-12,,Technology,Technology,USD,0.15,Senior Software Engineer,1992-11-23,Senior,1,JP_1046,140000.0,2014,0,110.98955148294907,9.122428889009512,TN,98000.0
101291,Gilma,Wallace,1474 University Hill Road,Springfield,Illinois,62701,US,United States,32.0,Boulder,2014-05-12,2019-11-20 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1991-12-29,Individual Contributor,0,JP_1043,110000.0,2014,2019,67.26666666666667,5.528767123287671,IL,94000.0
101292,Betty,Williams,3881 Five Points,Baltimore,Maryland,21202,US,United States,38.0,Boulder,2014-05-12,,Technology,Technology,USD,0.15,Senior Software Engineer,1985-09-02,Senior,1,JP_1046,140000.0,2014,0,110.98955148294907,9.122428889009512,MD,95000.0
101293,Lillian,Morrison,1808 Candlelight Drive,Tomball,Texas,77337,US,United States,28.0,NYC,2014-05-12,,Corporate,Technology,USD,0.15,IT,1995-02-17,Individual Contributor,1,JP_1042,80000.0,2014,0,110.98955148294907,9.122428889009512,TX,50000.0
101294,Casey,Zuniga,1105 Concord Street,Charlotte,North Carolina,28202,US,United States,58.0,NYC,2014-05-12,,Corporate,Customer Service,USD,0.15,Account Manager,1965-08-30,Individual Contributor,1,JP_1020,70000.0,2014,0,110.98955148294907,9.122428889009512,NC,60000.0
101295,Eva,Bard,1064 Still Street,Port Clinton,Ohio,43452,US,United States,68.0,NYC,2014-05-12,,Corporate,Sales,USD,0.15,Sales Team Lead,1955-07-19,Senior,1,JP_1039,95000.0,2014,0,110.98955148294907,9.122428889009512,OH,74000.0
101296,Anne,Large,4556 Barrington Court,Camden,Arkansas,71701,US,United States,32.0,NYC,2014-05-12,,Corporate,Sales,USD,0.2,Sales Manager,1991-07-27,Manager,1,JP_1037,120000.0,2014,0,110.98955148294907,9.122428889009512,AR,70000.0
101297,Valda,Gilmore,531 Ocello Street,San Diego,California,92103,US,United States,56.0,Boulder,2014-05-19,2019-07-02 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1967-06-27,Individual Contributor,0,JP_1043,110000.0,2014,2019,62.333333333333336,5.123287671232877,CA,99000.0
101298,William,Sprayberry,1770 Winifred Way,Mccordsville,Indiana,46055,US,United States,40.0,NYC,2014-05-19,2018-12-07 00:00:00.000000,Corporate,Sales,USD,0.2,Regional Sales Manager,1983-09-29,Manager,0,JP_1036,140000.0,2014,2018,55.43333333333333,4.556164383561644,IN,74000.0
101299,Michael,Quigley,2301 Parrill Court,Merrillville,Indiana,46410,US,United States,52.0,NYC,2014-05-19,2015-12-11 00:00:00.000000,Corporate,Corporate,USD,0.15,HR Coordinator,1971-03-18,Individual Contributor,0,JP_1007,50000.0,2014,2015,19.033333333333335,1.5643835616438355,IN,64000.0
101300,Rhiannon,Anderson,615 Heliport Loop,Farmersburg,Indiana,47879,US,United States,32.0,Boulder,2014-05-19,,Technology,Technology,USD,0.15,Software Engineer,1991-02-02,Individual Contributor,1,JP_1043,110000.0,2014,0,110.75621814961573,9.103250806817732,IN,96000.0
101301,Carri,Cox,2051 Freshour Circle,San Antonio,Texas,78205,US,United States,43.0,Boulder,2014-05-19,2018-01-29 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1980-07-06,Individual Contributor,0,JP_1043,110000.0,2014,2018,45.03333333333333,3.7013698630136984,TX,98000.0
101302,Angela,Williamson,175 Shinn Avenue,Pittsburgh,Pennsylvania,15219,US,United States,49.0,Boulder,2014-05-19,2022-09-14 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1974-06-03,Director,0,JP_1045,200000.0,2014,2022,101.33333333333333,8.32876712328767,PA,91000.0
101303,Karen,Carter,2866 Lynch Street,Oakland,California,94607,US,United States,64.0,Boulder,2014-05-19,2021-04-25 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1959-12-19,Senior,0,JP_1046,140000.0,2014,2021,84.43333333333334,6.93972602739726,CA,91000.0
101304,Becky,Martinez,558 Edsel Road,Los Angeles,California,90017,US,United States,35.0,Boulder,2014-05-19,2016-12-29 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1988-09-12,Director,0,JP_1045,200000.0,2014,2016,31.833333333333332,2.6164383561643834,CA,91000.0
101305,Saran,McDowell,1588 Eagle Street,Norris City,Illinois,62869,US,United States,29.0,Boulder,2014-05-19,2022-08-29 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1994-01-05,Director,0,JP_1045,200000.0,2014,2022,100.8,8.284931506849315,IL,93000.0
101306,Anne,Ng,2068 Ben Street,North Greenbush,New York,12144,US,United States,40.0,Boulder,2014-05-19,,Technology,Technology,USD,0.15,Software Engineer,1983-06-10,Individual Contributor,1,JP_1043,110000.0,2014,0,110.75621814961573,9.103250806817732,NY,91000.0
